,node1,node2,link
1385,2593,9514,1
1386,4300,8257,1
1387,2444,5064,1
1388,1039,6550,1
1389,6173,7427,1
1390,4985,5840,1
1391,3838,8843,1
1392,88,5307,1
1393,2524,5386,1
1394,5479,9523,1
1395,2965,5681,1
1396,1997,9706,1
1397,2072,8327,1
1398,247,1878,1
1399,216,3160,1
1400,1381,5538,1
1401,3070,9843,1
1402,2595,9237,1
1403,197,863,1
1404,3846,9522,1
1405,2085,8389,1
1406,3199,3781,1
1407,9176,9807,1
1408,3896,6544,1
1409,4064,9104,1
1410,1127,2278,1
1411,5187,6986,1
1412,1125,7142,1
1413,4045,7502,1
1414,522,8065,1
1415,659,6313,1
1416,560,3630,1
1417,3370,3584,1
1418,3780,7706,1
1419,6990,9477,1
1420,3530,7320,1
1421,3197,4883,1
1422,3898,9503,1
1423,561,8878,1
1424,51,6109,1
1425,2477,7537,1
1426,3954,6213,1
1427,6925,9321,1
1428,5952,8139,1
1429,2272,2997,1
1430,6539,8546,1
1431,4720,8335,1
1432,2608,3864,1
1433,7093,7219,1
1434,3074,4527,1
1435,6932,7887,1
1436,1485,5874,1
1437,542,4300,1
1438,2310,4819,1
1439,497,4775,1
1440,1783,8769,1
1441,9319,9983,1
1442,2499,8691,1
1443,1337,7295,1
1444,1078,5632,1
1445,3845,8540,1
1446,307,8730,1
1447,9294,9456,1
1448,2089,4319,1
1449,1940,9368,1
1450,1548,6929,1
1451,7093,8249,1
1452,322,9645,1
1453,572,7763,1
1454,6926,7703,1
1455,5908,9138,1
1456,9160,9572,1
1457,6961,8216,1
1458,701,9152,1
1459,2517,4839,1
1460,7158,7686,1
1461,2301,6410,1
1462,6029,9549,1
1463,4477,7937,1
1464,709,6689,1
1465,710,1458,1
1466,8636,8669,1
1467,4909,6926,1
1468,1319,1461,1
1469,1387,5265,1
1470,58,350,1
1471,1272,6158,1
1472,6147,9567,1
1473,5948,8443,1
1474,936,2719,1
1475,993,4534,1
1476,7663,9421,1
1477,3649,5636,1
1478,3689,4755,1
1479,7474,8766,1
1480,754,3211,1
1481,1011,9314,1
1482,1464,7618,1
1483,3819,4595,1
1484,2442,9625,1
1485,3754,4894,1
1486,4675,9304,1
1487,2444,4906,1
1488,4103,6660,1
1489,356,6544,1
1490,1151,1409,1
1491,2523,4656,1
1492,2340,3487,1
1493,247,6321,1
1494,5094,8351,1
1495,32,7041,1
1496,2455,6040,1
1497,2762,9514,1
1498,187,8985,1
1499,1267,2159,1
1500,2026,3935,1
1501,781,9735,1
1502,241,9174,1
1503,1548,7713,1
1504,983,6045,1
1505,2897,3081,1
1506,5467,6174,1
1507,4224,9165,1
1508,212,6164,1
1509,839,1618,1
1510,1312,3553,1
1511,2981,3374,1
1512,1959,9541,1
1513,2031,4502,1
1514,487,2306,1
1515,2203,4671,1
1516,3520,8519,1
1517,2930,3801,1
1518,4447,5302,1
1519,7776,9095,1
1520,104,6612,1
1521,3912,6101,1
1522,1531,3223,1
1523,290,3300,1
1524,1535,6932,1
1525,8482,9823,1
1526,1225,8168,1
1527,1387,9220,1
1528,4293,9454,1
1529,3229,4897,1
1530,362,4871,1
1531,326,904,1
1532,1817,4729,1
1533,1193,2166,1
1534,904,9759,1
1535,2442,5710,1
1536,3707,6189,1
1537,61,1521,1
1538,935,4437,1
1539,4372,7956,1
1540,5122,7166,1
1541,2162,2341,1
1542,1004,3649,1
1543,4222,7388,1
1544,2162,9379,1
1545,3469,9603,1
1546,1783,9986,1
1547,3576,8439,1
1548,510,6318,1
1549,6551,8965,1
1550,2515,5015,1
1551,6441,7471,1
1552,1094,3649,1
1553,6284,8883,1
1554,1324,3115,1
1555,2902,9531,1
1556,4689,5451,1
1557,8351,9652,1
1558,1401,7914,1
1559,6233,9987,1
1560,701,8917,1
1561,522,6802,1
1562,4139,9724,1
1563,5901,9835,1
1564,1852,2603,1
1565,3775,7983,1
1566,7095,7413,1
1567,3934,7308,1
1568,1912,9097,1
1569,4284,5496,1
1570,406,4341,1
1571,600,2315,1
1572,525,9118,1
1573,449,9171,1
1574,88,7961,1
1575,5373,8293,1
1576,1037,6646,1
1577,3853,7400,1
1578,5953,6001,1
1579,1271,5432,1
1580,8936,9646,1
1581,5183,7735,1
1582,770,5897,1
1583,2586,9189,1
1584,2862,4975,1
1585,2105,3726,1
1586,391,1431,1
1587,6236,8405,1
1588,1283,8068,1
1589,4065,5947,1
1590,1635,9274,1
1591,278,2552,1
1592,365,3494,1
1593,3194,6420,1
1594,8139,8740,1
1595,840,8049,1
1596,6677,8400,1
1597,3138,6207,1
1598,3732,9119,1
1599,4584,7945,1
1600,6468,9135,1
1601,5517,5995,1
1602,1480,3613,1
1603,5344,8119,1
1604,9294,9647,1
1605,5962,8271,1
1606,3374,4672,1
1607,5844,6603,1
1608,2651,3489,1
1609,3353,9773,1
1610,3103,7919,1
1611,5037,6025,1
1612,3077,4772,1
1613,2442,6441,1
1614,4563,5394,1
1615,2206,6059,1
1616,5215,7584,1
1617,3300,7356,1
1618,3646,6361,1
1619,6633,9420,1
1620,7975,9675,1
1621,3043,6686,1
1622,290,5187,1
1623,6,290,1
1624,688,5502,1
1625,2442,4292,1
1626,6926,9957,1
1627,2608,6305,1
1628,1508,7852,1
1629,7458,9273,1
1630,5496,8301,1
1631,3322,8124,1
1632,2051,3221,1
1633,2242,3469,1
1634,4090,6361,1
1635,3817,7150,1
1636,2442,7361,1
1637,1715,4625,1
1638,197,614,1
1639,2018,8596,1
1640,6796,9367,1
1641,5787,6679,1
1642,2271,3246,1
1643,752,7712,1
1644,5147,5356,1
1645,3138,7503,1
1646,955,9253,1
1647,95,6395,1
1648,6137,6741,1
1649,2027,7781,1
1650,1461,6603,1
1651,7607,8015,1
1652,2078,8149,1
1653,280,9256,1
1654,4739,5603,1
1655,26,8763,1
1656,5432,9220,1
1657,4792,7983,1
1658,3103,9567,1
1659,4023,9333,1
1660,4377,4562,1
1661,2442,3386,1
1662,8765,9294,1
1663,3478,3703,1
1664,407,7436,1
1665,4270,5715,1
1666,4343,6422,1
1667,1315,2003,1
1668,494,9164,1
1669,1292,1627,1
1670,648,4085,1
1671,4534,8020,1
1672,882,8616,1
1673,8684,8684,1
1674,2377,6339,1
1675,187,8514,1
1676,3735,4689,1
1677,2892,3973,1
1678,4502,5897,1
1679,7860,9164,1
1680,4,2004,1
1681,7016,8663,1
1682,7977,8492,1
1683,7089,9138,1
1684,176,4382,1
1685,2058,8417,1
1686,1004,2566,1
1687,7362,7774,1
1688,7833,9663,1
1689,6757,9576,1
1690,41,5097,1
1691,2553,9352,1
1692,1450,7161,1
1693,1912,2683,1
1694,2435,6064,1
1695,551,3514,1
1696,326,5464,1
1697,1665,4969,1
1698,142,9936,1
1699,1668,7477,1
1700,4615,8978,1
1701,3479,4901,1
1702,3300,8130,1
1703,593,2922,1
1704,3952,5479,1
1705,4907,7086,1
1706,5777,7356,1
1707,8002,9434,1
1708,2900,6213,1
1709,1278,8869,1
1710,1103,6162,1
1711,702,3300,1
1712,1654,8002,1
1713,407,7080,1
1714,6125,7708,1
1715,61,4909,1
1716,1315,2912,1
1717,7086,8151,1
1718,247,6190,1
1719,4502,9074,1
1720,1084,9241,1
1721,514,1827,1
1722,1050,1366,1
1723,2608,8606,1
1724,7093,7642,1
1725,74,4630,1
1726,2233,8006,1
1727,2595,4504,1
1728,99,3741,1
1729,710,7364,1
1730,1181,4084,1
1731,7362,8160,1
1732,754,2422,1
1733,283,6653,1
1734,1573,6926,1
1735,5139,5227,1
1736,2802,8327,1
1737,522,7600,1
1738,90,9113,1
1739,927,4561,1
1740,307,9651,1
1741,1535,9204,1
1742,536,8715,1
1743,3364,9843,1
1744,8472,8805,1
1745,3300,9519,1
1746,8877,9603,1
1747,5830,7041,1
1748,3081,5047,1
1749,3319,8329,1
1750,2544,9992,1
1751,2455,8286,1
1752,522,8120,1
1753,2306,7921,1
1754,2773,7966,1
1755,6147,7606,1
1756,2625,6358,1
1757,2461,4906,1
1758,1037,6834,1
1759,664,4086,1
1760,5183,8394,1
1761,1691,5848,1
1762,4974,4975,1
1763,1617,9934,1
1764,2813,5718,1
1765,3103,8062,1
1766,1205,5093,1
1767,1985,6230,1
1768,701,9315,1
1769,3710,5637,1
1770,6185,9255,1
1771,6389,8257,1
1772,2927,3865,1
1773,770,7412,1
1774,402,2794,1
1775,2442,2596,1
1776,395,2280,1
1777,4428,9007,1
1778,1127,9554,1
1779,9319,9677,1
1780,5476,5570,1
1781,3898,6129,1
1782,4948,9118,1
1783,3222,8015,1
1784,3287,7015,1
1785,3094,7108,1
1786,4296,8512,1
1787,105,5548,1
1788,4808,5799,1
1789,5587,9310,1
1790,6398,7288,1
1791,3494,8505,1
1792,7288,9996,1
1793,729,1368,1
1794,6337,8301,1
1795,2378,8434,1
1796,1761,8790,1
1797,904,9176,1
1798,3493,6390,1
1799,2684,6218,1
1800,2979,8531,1
1801,3971,8001,1
1802,6200,7745,1
1803,6018,7222,1
1804,7961,8199,1
1805,326,7134,1
1806,4809,6817,1
1807,9379,9910,1
1808,2059,6040,1
1809,4906,9893,1
1810,3935,5025,1
1811,5808,7161,1
1812,2077,4048,1
1813,5560,5768,1
1814,35,7087,1
1815,8883,9294,1
1816,187,1691,1
1817,3744,6701,1
1818,1421,5790,1
1819,304,1936,1
1820,790,8417,1
1821,3630,9972,1
1822,7467,9504,1
1823,197,1683,1
1824,4000,9548,1
1825,3204,5778,1
1826,6888,9854,1
1827,307,8482,1
1828,4499,8139,1
1829,4357,8285,1
1830,4097,8389,1
1831,1190,8168,1
1832,2725,9428,1
1833,270,9294,1
1834,3791,9363,1
1835,1547,2466,1
1836,4483,9486,1
1837,5465,6842,1
1838,7813,9706,1
1839,3207,9359,1
1840,3097,4502,1
1841,5981,8482,1
1842,6349,6720,1
1843,930,5473,1
1844,4640,5212,1
1845,3489,8329,1
1846,2686,7898,1
1847,553,2051,1
1848,3674,9554,1
1849,1964,5174,1
1850,4357,6030,1
1851,6536,8790,1
1852,4574,9220,1
1853,9496,9601,1
1854,4292,9755,1
1855,6270,8258,1
1856,2738,7722,1
1857,3833,9253,1
1858,5724,5852,1
1859,4397,6156,1
1860,6551,7924,1
1861,8164,9621,1
1862,1120,2352,1
1863,283,1008,1
1864,8162,8957,1
1865,2014,8843,1
1866,5307,6829,1
1867,4977,6384,1
1868,4423,6395,1
1869,8519,9968,1
1870,816,3526,1
1871,60,4425,1
1872,2166,5028,1
1873,1895,2655,1
1874,622,4786,1
1875,732,6980,1
1876,7054,7151,1
1877,1156,8396,1
1878,188,2422,1
1879,1063,5951,1
1880,6551,9974,1
1881,1313,7331,1
1882,1707,9119,1
1883,1924,2348,1
1884,5783,8153,1
1885,362,4687,1
1886,1896,4159,1
1887,9176,9957,1
1888,3963,9236,1
1889,2524,9723,1
1890,1706,6168,1
1891,1656,8621,1
1892,2610,4973,1
1893,1654,2224,1
1894,7216,9219,1
1895,2758,9658,1
1896,2183,8863,1
1897,4225,5382,1
1898,410,3103,1
1899,470,4472,1
1900,7101,7250,1
1901,4402,4612,1
1902,1989,2597,1
1903,6780,8042,1
1904,7749,7961,1
1905,6875,8139,1
1906,246,5900,1
1907,2157,2380,1
1908,7095,9849,1
1909,4284,9188,1
1910,1639,1654,1
1911,2284,2442,1
1912,2085,5212,1
1913,3821,6696,1
1914,3526,5388,1
1915,3951,9222,1
1916,3932,6318,1
1917,6141,7248,1
1918,1689,9712,1
1919,4132,8963,1
1920,3677,3755,1
1921,430,7240,1
1922,2710,9273,1
1923,1368,2710,1
1924,2840,4206,1
1925,1797,2691,1
1926,1517,3885,1
1927,3244,3814,1
1928,7442,7945,1
1929,3077,5403,1
1930,1889,8251,1
1931,159,4461,1
1932,1421,8837,1
1933,4601,6353,1
1934,5553,8124,1
1935,1315,9805,1
1936,768,8630,1
1937,6420,7093,1
1938,1047,4022,1
1939,3395,9222,1
1940,4072,4319,1
1941,8749,8823,1
1942,3608,6129,1
1943,1586,6806,1
1944,3565,6114,1
1945,1654,1745,1
1946,3128,5994,1
1947,3735,5748,1
1948,5432,9349,1
1949,2912,3761,1
1950,3047,8477,1
1951,3884,9263,1
1952,8367,9110,1
1953,356,7843,1
1954,1123,4131,1
1955,4075,5648,1
1956,2311,2773,1
1957,559,8483,1
1958,2773,8516,1
1959,3802,9762,1
1960,4233,4995,1
1961,5187,6626,1
1962,754,6543,1
1963,410,9641,1
1964,701,9325,1
1965,7978,9813,1
1966,6147,8062,1
1967,7945,9248,1
1968,1094,8948,1
1969,8455,9692,1
1970,1542,7670,1
1971,5382,5891,1
1972,8139,8869,1
1973,1007,1278,1
1974,6058,9916,1
1975,1000,3973,1
1976,3520,7796,1
1977,2078,6993,1
1978,4755,6781,1
1979,6164,6376,1
1980,3246,6552,1
1981,6441,9125,1
1982,3798,9235,1
1983,3935,6347,1
1984,2705,8233,1
1985,5953,6633,1
1986,1127,9363,1
1987,3070,5253,1
1988,5460,7706,1
1989,5390,9743,1
1990,927,8869,1
1991,136,5187,1
1992,2031,9294,1
1993,601,2651,1
1994,1618,8795,1
1995,4063,6503,1
1996,7026,9294,1
1997,298,2787,1
1998,2180,2986,1
1999,4057,4243,1
2000,7039,7329,1
2001,2749,4015,1
2002,945,6940,1
2003,4358,5619,1
2004,5300,9901,1
2005,3821,5372,1
2006,1592,6163,1
2007,655,7553,1
2008,760,2961,1
2009,321,2764,1
2010,3154,6040,1
2011,3726,6666,1
2012,5622,8316,1
2013,2044,3906,1
2014,8869,9220,1
2015,3094,8336,1
2016,730,1691,1
2017,3816,4439,1
2018,2053,4793,1
2019,1665,2297,1
2020,14,5994,1
2021,945,4152,1
2022,8567,9294,1
2023,568,4751,1
2024,1036,3783,1
2025,90,6057,1
2026,5636,7945,1
2027,2715,3949,1
2028,5343,7803,1
2029,7735,9550,1
2030,3306,4227,1
2031,2280,2767,1
2032,2744,4907,1
2033,5580,6608,1
2034,802,9408,1
2035,1865,2306,1
2036,559,5713,1
2037,2738,3677,1
2038,865,7351,1
2039,7767,8351,1
2040,7165,8011,1
2041,6395,9330,1
2042,6892,7511,1
2043,1097,3046,1
2044,4605,9360,1
2045,1303,1705,1
2046,4633,4772,1
2047,1273,7791,1
2048,3291,3309,1
2049,2486,4889,1
2050,536,4369,1
2051,3981,7288,1
2052,5539,9736,1
2053,1635,5532,1
2054,4153,8740,1
2055,405,8700,1
2056,2886,3677,1
2057,7295,8852,1
2058,5863,7704,1
2059,3257,3499,1
2060,4423,7196,1
2061,5981,9416,1
2062,7282,8745,1
2063,2743,3589,1
2064,7331,9542,1
2065,8400,8972,1
2066,2974,4192,1
2067,3906,5821,1
2068,3287,8299,1
2069,3073,6307,1
2070,2284,6151,1
2071,430,9084,1
2072,8895,9639,1
2073,4987,7368,1
2074,3788,8103,1
2075,9321,9512,1
2076,1783,2832,1
2077,2824,9074,1
2078,1745,8456,1
2079,4112,9893,1
2080,774,4968,1
2081,8301,9705,1
2082,6390,9829,1
2083,7108,9852,1
2084,3289,8993,1
2085,1866,4473,1
2086,682,789,1
2087,101,1618,1
2088,3421,9551,1
2089,4235,8792,1
2090,5285,8745,1
2091,5187,6058,1
2092,767,899,1
2093,1193,1692,1
2094,3305,9156,1
2095,4832,7983,1
2096,4562,5777,1
2097,4516,9294,1
2098,3290,9330,1
2099,307,904,1
2100,5943,8482,1
2101,4561,9118,1
2102,197,6993,1
2103,776,2640,1
2104,732,5897,1
2105,4629,6107,1
2106,709,2259,1
2107,5588,8327,1
2108,1386,4314,1
2109,1103,1654,1
2110,5144,5777,1
2111,5377,6228,1
2112,4530,6466,1
2113,2676,6843,1
2114,3363,5586,1
2115,3494,5908,1
2116,7269,7475,1
2117,3158,9220,1
2118,4086,5086,1
2119,800,9558,1
2120,3499,4579,1
2121,1531,3252,1
2122,4063,4542,1
2123,522,9128,1
2124,8348,9523,1
2125,139,602,1
2126,6770,9230,1
2127,326,5448,1
2128,1282,8482,1
2129,4330,9774,1
2130,187,2378,1
2131,1422,7248,1
2132,2337,3862,1
2133,6562,7735,1
2134,881,5588,1
2135,4569,6396,1
2136,2312,6766,1
2137,2442,4560,1
2138,5513,9220,1
2139,961,8293,1
2140,5406,9970,1
2141,6802,7364,1
2142,1123,9220,1
2143,2471,7822,1
2144,391,7502,1
2145,9087,9287,1
2146,1360,6202,1
2147,1999,6164,1
2148,3517,3697,1
2149,3316,8910,1
2150,5307,6874,1
2151,1194,9905,1
2152,6198,7804,1
2153,4279,6797,1
2154,1003,9968,1
2155,8001,9808,1
2156,3894,5168,1
2157,216,7990,1
2158,1468,6768,1
2159,1234,6550,1
2160,2890,8855,1
2161,3070,5962,1
2162,88,8243,1
2163,6588,7759,1
2164,1722,6612,1
2165,128,672,1
2166,4096,6213,1
2167,1907,3402,1
2168,5778,6039,1
2169,2452,8388,1
2170,4967,7983,1
2171,5377,5895,1
2172,1209,1387,1
2173,5748,8883,1
2174,6393,9700,1
2175,688,4058,1
2176,1790,6557,1
2177,4737,8579,1
2178,4225,8579,1
2179,5356,9263,1
2180,2543,8854,1
2181,2924,8870,1
2182,5174,8286,1
2183,682,2119,1
2184,5128,8188,1
2185,4661,7663,1
2186,6807,7258,1
2187,4827,9619,1
2188,1535,4671,1
2189,3160,9678,1
2190,481,4132,1
2191,4821,8821,1
2192,75,2442,1
2193,6914,7867,1
2194,3858,4957,1
2195,1181,3290,1
2196,4429,8154,1
2197,1959,6551,1
2198,2732,4152,1
2199,1387,9493,1
2200,567,4042,1
2201,1617,3520,1
2202,1649,2773,1
2203,4954,9816,1
2204,6588,8558,1
2205,9176,9572,1
2206,8351,8893,1
2207,5479,9563,1
2208,1583,2442,1
2209,5981,7048,1
2210,1387,6160,1
2211,176,5629,1
2212,3252,4003,1
2213,4804,6189,1
2214,6040,9579,1
2215,1205,4502,1
2216,4466,8001,1
2217,5183,5891,1
2218,3024,7735,1
2219,2117,7360,1
2220,436,4897,1
2221,2973,2973,1
2222,3809,6189,1
2223,6576,6812,1
2224,2687,6174,1
2225,997,9910,1
2226,7357,9164,1
2227,536,6720,1
2228,363,7250,1
2229,356,591,1
2230,1187,2075,1
2231,6199,9970,1
2232,3380,7011,1
2233,412,9843,1
2234,2289,9829,1
2235,2159,8486,1
2236,4907,6940,1
2237,2902,6940,1
2238,481,7781,1
2239,5562,7362,1
2240,5948,8855,1
2241,426,3491,1
2242,368,2272,1
2243,2656,8669,1
2244,5813,7165,1
2245,3451,5496,1
2246,3647,7112,1
2247,3189,7992,1
2248,1278,7325,1
2249,1041,1390,1
2250,106,8514,1
2251,5307,9053,1
2252,2848,4337,1
2253,1987,5229,1
2254,4987,7796,1
2255,6619,7826,1
2256,2870,7502,1
2257,8254,8327,1
2258,1283,8895,1
2259,5507,9052,1
2260,1377,8910,1
2261,2642,8201,1
2262,977,3370,1
2263,4071,5252,1
2264,365,8194,1
2265,5097,7018,1
2266,760,7454,1
2267,4337,9319,1
2268,3270,4499,1
2269,3246,5700,1
2270,5874,7472,1
2271,517,2856,1
2272,1036,2464,1
2273,2544,7880,1
2274,2533,3004,1
2275,1668,9368,1
2276,2684,5495,1
2277,3588,6961,1
2278,2442,9220,1
2279,1123,3584,1
2280,7791,8651,1
2281,7166,7663,1
2282,4063,5777,1
2283,4232,4423,1
2284,1303,6926,1
2285,8316,9074,1
2286,1508,8813,1
2287,5215,7265,1
2288,2059,9808,1
2289,2518,5920,1
2290,6086,6331,1
2291,3094,9852,1
2292,9047,9852,1
2293,1827,2914,1
2294,2890,4372,1
2295,3889,5458,1
2296,5165,5589,1
2297,3630,4028,1
2298,410,2864,1
2299,2335,4819,1
2300,1818,8881,1
2301,4821,5314,1
2302,5631,9992,1
2303,3464,6077,1
2304,729,4277,1
2305,4409,5097,1
2306,3912,8486,1
2307,5681,8505,1
2308,2463,8068,1
2309,4739,7551,1
2310,4271,7983,1
2311,1387,7735,1
2312,8406,9966,1
2313,2497,3813,1
2314,1330,9379,1
2315,3809,8619,1
2316,1125,1137,1
2317,6100,6331,1
2318,5918,7198,1
2319,4040,8760,1
2320,6371,6642,1
2321,1271,9319,1
2322,2444,3763,1
2323,3821,5951,1
2324,3070,9164,1
2325,4071,8691,1
2326,2484,4483,1
2327,6337,6844,1
2328,1654,6151,1
2329,1779,8956,1
2330,4300,9520,1
2331,8232,9677,1
2332,4646,9255,1
2333,3778,8049,1
2334,8062,9813,1
2335,3309,4526,1
2336,2025,7666,1
2337,2318,6622,1
2338,290,8185,1
2339,5848,7602,1
2340,8026,8764,1
2341,5147,9263,1
2342,4206,8271,1
2343,1517,2532,1
2344,1599,3458,1
2345,3973,9689,1
2346,2944,7404,1
2347,99,5045,1
2348,5232,6177,1
2349,4227,4414,1
2350,3404,6339,1
2351,983,8482,1
2352,2282,3838,1
2353,2034,3710,1
2354,2651,3466,1
2355,2323,5228,1
2356,6227,6876,1
2357,2162,9995,1
2358,138,1293,1
2359,56,5057,1
2360,4036,4499,1
2361,4628,8883,1
2362,1037,5501,1
2363,8218,9059,1
2364,4502,9294,1
2365,5432,8869,1
2366,2580,4907,1
2367,2572,9086,1
2368,1945,7528,1
2369,1370,7171,1
2370,2422,9218,1
2371,702,2025,1
2372,4635,7467,1
2373,682,2833,1
2374,2455,8805,1
2375,1296,4219,1
2376,6055,7374,1
2377,2159,2588,1
2378,2185,7687,1
2379,2442,7558,1
2380,2409,6058,1
2381,6232,8139,1
2382,4611,8488,1
2383,2208,7602,1
2384,3713,6633,1
2385,6984,7487,1
2386,4293,4726,1
2387,5458,9024,1
2388,7645,9816,1
2389,507,2077,1
2390,347,9104,1
2391,3218,8129,1
2392,1827,8394,1
2393,1123,8869,1
2394,474,6477,1
2395,2664,8095,1
2396,2238,6396,1
2397,685,901,1
2398,631,721,1
2399,1751,5879,1
2400,659,3705,1
2401,697,7467,1
2402,1057,3826,1
2403,1096,3498,1
2404,2123,7171,1
2405,2596,3334,1
2406,3070,9652,1
2407,7022,8186,1
2408,2647,5755,1
2409,4042,5064,1
2410,2864,6147,1
2411,1548,4730,1
2412,6164,6892,1
2413,2245,7558,1
2414,400,2451,1
2415,95,4232,1
2416,1780,3222,1
2417,3630,9434,1
2418,3672,6189,1
2419,7536,9441,1
2420,1300,3524,1
2421,6625,7722,1
2422,1007,4399,1
2423,840,7066,1
2424,1796,6091,1
2425,794,9677,1
2426,729,1149,1
2427,701,2964,1
2428,3948,7891,1
2429,4846,7126,1
2430,5198,6213,1
2431,4893,8505,1
2432,18,8139,1
2433,750,6883,1
2434,5064,5361,1
2435,1078,8120,1
2436,2094,5266,1
2437,2676,8049,1
2438,590,9319,1
2439,5514,9557,1
2440,138,3990,1
2441,2311,5373,1
2442,904,2596,1
2443,3070,8893,1
2444,130,3797,1
2445,2354,9018,1
2446,1078,8168,1
2447,64,7750,1
2448,4710,4886,1
2449,4992,9714,1
2450,142,672,1
2451,2596,5513,1
2452,7166,9957,1
2453,1246,8916,1
2454,1882,6823,1
2455,6361,7325,1
2456,679,3996,1
2457,4003,7917,1
2458,4689,5458,1
2459,2569,9826,1
2460,2743,6510,1
2461,5525,7919,1
2462,3838,6207,1
2463,4751,4917,1
2464,1531,8573,1
2465,983,1103,1
2466,894,1985,1
2467,3070,3220,1
2468,6043,7850,1
2469,3279,7078,1
2470,2238,8324,1
2471,1668,2043,1
2472,5379,7467,1
2473,5541,7783,1
2474,1296,1719,1
2475,1783,9839,1
2476,7161,8057,1
2477,1480,4397,1
2478,560,6597,1
2479,4742,4864,1
2480,9045,9566,1
2481,1094,8745,1
2482,4967,5577,1
2483,212,647,1
2484,6551,8394,1
2485,2418,4768,1
2486,2025,6886,1
2487,6420,9471,1
2488,632,2278,1
2489,2161,7357,1
2490,1193,4484,1
2491,222,3062,1
2492,65,701,1
2493,3630,5183,1
2494,3529,7218,1
2495,2113,6204,1
2496,4760,5948,1
2497,3487,4630,1
2498,1360,3342,1
2499,5432,5513,1
2500,642,8614,1
2501,2245,9373,1
2502,216,3638,1
2503,1827,6218,1
2504,961,2824,1
2505,5684,7310,1
2506,6949,9743,1
2507,522,741,1
2508,3265,9188,1
2509,1004,4471,1
2510,3040,3735,1
2511,6688,9173,1
2512,2942,6628,1
2513,983,4475,1
2514,4053,9363,1
2515,550,6869,1
2516,5475,9152,1
2517,850,9818,1
2518,927,7467,1
2519,3343,3951,1
2520,3522,6534,1
2521,1271,8482,1
2522,2999,8372,1
2523,2170,8881,1
2524,6621,7917,1
2525,5064,6597,1
2526,4907,8601,1
2527,1987,7260,1
2528,647,8975,1
2529,368,3073,1
2530,767,6486,1
2531,2617,6132,1
2532,3526,6690,1
2533,2773,5132,1
2534,1271,2245,1
2535,8348,9764,1
2536,6536,7961,1
2537,961,9074,1
2538,2470,3185,1
2539,701,4064,1
2540,7764,9489,1
2541,522,1078,1
2542,238,7364,1
2543,3981,5589,1
2544,2886,7108,1
2545,2651,7248,1
2546,2874,8869,1
2547,4963,7602,1
2548,1045,5407,1
2549,1256,2031,1
2550,2224,2970,1
2551,5799,8910,1
2552,478,8807,1
2553,627,1313,1
2554,8095,9915,1
2555,3103,7355,1
2556,7016,8688,1
2557,1629,4275,1
2558,1078,1622,1
2559,4063,6355,1
2560,5755,6409,1
2561,7362,9176,1
2562,2978,5975,1
2563,5289,8271,1
2564,7719,9287,1
2565,7487,9774,1
2566,897,7470,1
2567,4084,9869,1
2568,5496,7258,1
2569,1969,2744,1
2570,2719,6393,1
2571,2452,4790,1
2572,289,6566,1
2573,4650,9176,1
2574,248,481,1
2575,5087,7153,1
2576,3728,5681,1
2577,2940,3608,1
2578,1387,1391,1
2579,3546,6545,1
2580,127,3896,1
2581,2233,4632,1
2582,3077,8790,1
2583,3676,7867,1
2584,2744,6666,1
2585,3229,6993,1
2586,1575,3730,1
2587,961,1391,1
2588,2343,3741,1
2589,1325,8286,1
2590,6058,8895,1
2591,7035,7985,1
2592,7046,7761,1
2593,224,4219,1
2594,518,2754,1
2595,187,7212,1
2596,5664,9608,1
2597,1850,6653,1
2598,6731,7142,1
2599,4966,5377,1
2600,1007,9220,1
2601,761,1354,1
2602,3158,5451,1
2603,589,5049,1
2604,4328,5855,1
2605,6581,9817,1
2606,212,8868,1
2607,3940,5282,1
2608,2632,4809,1
2609,3436,4826,1
2610,4086,7691,1
2611,6832,9817,1
2612,564,3741,1
2613,2144,8593,1
2614,7252,8826,1
2615,5183,9972,1
2616,26,7694,1
2617,5322,8999,1
2618,6802,9176,1
2619,7015,8400,1
2620,3735,5120,1
2621,6661,6858,1
2622,1969,4271,1
2623,496,5390,1
2624,2664,4128,1
2625,4405,9368,1
2626,1385,7757,1
2627,5354,9934,1
2628,2833,9602,1
2629,3773,6231,1
2630,367,3862,1
2631,203,3606,1
2632,937,6331,1
2633,3813,8910,1
2634,496,2416,1
2635,2114,6248,1
2636,2492,5560,1
2637,3630,7912,1
2638,8384,9899,1
2639,4086,4427,1
2640,1094,5428,1
2641,4897,5382,1
2642,1187,4911,1
2643,3221,9777,1
2644,7553,7799,1
2645,3892,5910,1
2646,2387,7368,1
2647,3319,3606,1
2648,293,3843,1
2649,3543,7735,1
2650,106,8712,1
2651,2881,7705,1
2652,229,4398,1
2653,904,4540,1
2654,660,8601,1
2655,6264,6290,1
2656,77,1597,1
2657,3070,4818,1
2658,187,5231,1
2659,4434,5632,1
2660,2673,6218,1
2661,1883,2268,1
2662,4003,4373,1
2663,205,3251,1
2664,4839,7035,1
2665,2233,4518,1
2666,4747,9681,1
2667,1123,9525,1
2668,9554,9678,1
2669,3062,9097,1
2670,507,6344,1
2671,1903,2278,1
2672,632,7663,1
2673,4222,8321,1
2674,3115,5411,1
2675,1078,5639,1
2676,321,1275,1
2677,2232,7151,1
2678,1354,1924,1
2679,2444,8965,1
2680,2759,5802,1
2681,1319,6603,1
